3

-0.5235987756	 -0.4363323130	 -0.3490658504	 -0.2617993878	 -0.1745329252	 -0.0872664626	 0.0000000000	 0.0872664626	 0.1745329252	 0.2617993878	 0.3490658504	 0.4363323130	 0.5235987756	 
-0.2617993878	 -0.1745329252	 -0.0872664626	 0.0000000000	 0.0872664626	 0.1745329252	 0.2617993878	 
65000.000	 77000.000	 89000.000	 101000.000	 113000.000	 125000.000	 150000.000	 200000.000	 300000.000	 500000.000	 

-0.574374	 -0.544149	 -0.483371	 -0.393898	 -0.279508	 -0.145665	 0.000000	 
0.145665	 0.279508	 0.393898	 0.483371	 0.544149	 0.574374	 -0.596992	 
-0.565588	 -0.502426	 -0.409436	 -0.290545	 -0.151434	 0.000000	 0.151434	 
0.290545	 0.409436	 0.502426	 0.565588	 0.596992	 -0.610843	 -0.578717	 
-0.514095	 -0.418951	 -0.297305	 -0.154966	 0.000000	 0.154966	 0.297305	 
0.418951	 0.514095	 0.578717	 0.610843	 -0.615507	 -0.583139	 -0.518025	 
-0.422155	 -0.299581	 -0.156156	 0.000000	 0.156156	 0.299581	 0.422155	 
0.518025	 0.583139	 0.615507	 -0.610843	 -0.578717	 -0.514095	 -0.418951	 
-0.297305	 -0.154966	 0.000000	 0.154966	 0.297305	 0.418951	 0.514095	 
0.578717	 0.610843	 -0.596992	 -0.565588	 -0.502426	 -0.409436	 -0.290545	 
-0.151434	 0.000000	 0.151434	 0.290545	 0.409436	 0.502426	 0.565588	 
0.596992	 -0.574374	 -0.544149	 -0.483371	 -0.393898	 -0.279508	 -0.145665	 
0.000000	 0.145665	 0.279508	 0.393898	 0.483371	 0.544149	 0.574374	 

-0.485820	 -0.458723	 -0.406232	 -0.329986	 -0.233051	 -0.120181	 0.002295	 
0.124402	 0.236762	 0.332893	 0.408236	 0.459804	 0.485826	 -0.504744	 
-0.476662	 -0.422098	 -0.342961	 -0.242240	 -0.124877	 0.002381	 0.129291	 
0.245954	 0.345835	 0.424122	 0.477654	 0.504811	 -0.516311	 -0.487549	 
-0.431806	 -0.350811	 -0.247781	 -0.127833	 0.002355	 0.132234	 0.251661	 
0.353787	 0.433988	 0.488598	 0.516332	 -0.520108	 -0.491237	 -0.435173	 
-0.353454	 -0.249672	 -0.128800	 0.002363	 0.133269	 0.253599	 0.356473	 
0.437164	 0.492380	 0.520235	 -0.516246	 -0.487565	 -0.431811	 -0.350815	 
-0.247824	 -0.127839	 0.002367	 0.132210	 0.251562	 0.353689	 0.433934	 
0.488745	 0.516322	 -0.504595	 -0.476606	 -0.422104	 -0.342892	 -0.242169	 
-0.124884	 0.002407	 0.129250	 0.245966	 0.345834	 0.424176	 0.477662	 
0.504726	 -0.485681	 -0.458671	 -0.406201	 -0.329937	 -0.233119	 -0.120130	 
0.002297	 0.124462	 0.236702	 0.332867	 0.408284	 0.459782	 0.485916	 

-0.379632	 -0.356285	 -0.313731	 -0.253347	 -0.177342	 -0.089622	 0.005047	 
0.098903	 0.185504	 0.259739	 0.318138	 0.358663	 0.379645	 -0.394126	 
-0.370027	 -0.325773	 -0.263249	 -0.184316	 -0.093032	 0.005236	 0.102740	 
0.192482	 0.269569	 0.330224	 0.372209	 0.394273	 -0.402954	 -0.378226	 
-0.333129	 -0.269102	 -0.188395	 -0.095295	 0.005180	 0.104975	 0.196928	 
0.275645	 0.337928	 0.380532	 0.403000	 -0.405712	 -0.381033	 -0.335822	 
-0.271071	 -0.189825	 -0.095996	 0.005197	 0.105824	 0.198460	 0.277710	 
0.340201	 0.383547	 0.405990	 -0.402810	 -0.378261	 -0.333141	 -0.269111	 
-0.188489	 -0.095309	 0.005206	 0.104921	 0.196710	 0.275430	 0.337810	 
0.380855	 0.402978	 -0.393798	 -0.369906	 -0.325787	 -0.263098	 -0.184160	 
-0.093047	 0.005294	 0.102649	 0.192509	 0.269566	 0.330344	 0.372226	 
0.394086	 -0.379326	 -0.356172	 -0.313664	 -0.253240	 -0.177492	 -0.089510	 
0.005051	 0.099037	 0.185372	 0.259681	 0.318244	 0.358616	 0.379842	 

-0.257055	 -0.238037	 -0.206953	 -0.164880	 -0.113035	 -0.054347	 0.008224	 
0.069470	 0.126334	 0.175294	 0.214135	 0.241911	 0.257076	 -0.266435	 
-0.246934	 -0.214582	 -0.171233	 -0.117452	 -0.056272	 0.008532	 0.072090	 
0.130758	 0.181532	 0.221834	 0.250489	 0.266675	 -0.272102	 -0.252030	 
-0.219223	 -0.174782	 -0.119844	 -0.057736	 0.008441	 0.073509	 0.133747	 
0.185443	 0.227042	 0.255788	 0.272177	 -0.273659	 -0.253821	 -0.221138	 
-0.175972	 -0.120740	 -0.058129	 0.008469	 0.074143	 0.134811	 0.186792	 
0.228273	 0.257918	 0.274113	 -0.271867	 -0.252087	 -0.219241	 -0.174796	 
-0.119996	 -0.057758	 0.008483	 0.073421	 0.133392	 0.185093	 0.226849	 
0.256313	 0.272140	 -0.265900	 -0.246736	 -0.214604	 -0.170988	 -0.117197	 
-0.056297	 0.008626	 0.071942	 0.130802	 0.181528	 0.222029	 0.250518	 
0.266371	 -0.256556	 -0.237853	 -0.206844	 -0.164705	 -0.113280	 -0.054164	 
0.008230	 0.069687	 0.126120	 0.175201	 0.214307	 0.241835	 0.257397	 

-0.151190	 -0.135911	 -0.114734	 -0.088474	 -0.057497	 -0.023881	 0.010968	 
0.044050	 0.075231	 0.102364	 0.124312	 0.141078	 0.151219	 -0.156154	 
-0.140624	 -0.118551	 -0.091764	 -0.059704	 -0.024524	 0.011379	 0.045619	 
0.077449	 0.105498	 0.128222	 0.145365	 0.156474	 -0.159090	 -0.143040	 
-0.120847	 -0.093322	 -0.060639	 -0.025298	 0.011257	 0.046333	 0.079180	 
0.107540	 0.131275	 0.148051	 0.159190	 -0.159611	 -0.143954	 -0.122089	 
-0.093840	 -0.061075	 -0.025425	 0.011294	 0.046782	 0.079840	 0.108269	 
0.131605	 0.149417	 0.160216	 -0.158778	 -0.143116	 -0.120872	 -0.093340	 
-0.060842	 -0.025327	 0.011313	 0.046216	 0.078707	 0.107072	 0.131018	 
0.148752	 0.159142	 -0.155441	 -0.140361	 -0.118581	 -0.091436	 -0.059365	 
-0.024557	 0.011503	 0.045421	 0.077508	 0.105493	 0.128483	 0.145403	 
0.156068	 -0.150525	 -0.135667	 -0.114589	 -0.088242	 -0.057823	 -0.023637	 
0.010975	 0.044339	 0.074946	 0.102239	 0.124541	 0.140976	 0.151646	 

-0.094835	 -0.081546	 -0.065642	 -0.047801	 -0.027931	 -0.007663	 0.012428	 
0.030517	 0.048028	 0.063540	 0.076496	 0.087401	 0.094867	 -0.097448	 
-0.084031	 -0.067430	 -0.049459	 -0.028962	 -0.007624	 0.012894	 0.031528	 
0.049071	 0.065022	 0.078389	 0.089404	 0.097810	 -0.098930	 -0.085020	 
-0.068477	 -0.049958	 -0.029123	 -0.008029	 0.012756	 0.031866	 0.050132	 
0.066069	 0.080294	 0.090699	 0.099043	 -0.098899	 -0.085467	 -0.069362	 
-0.050118	 -0.029313	 -0.008015	 0.012798	 0.032217	 0.050577	 0.066469	 
0.080145	 0.091658	 0.099584	 -0.098576	 -0.085106	 -0.068506	 -0.049979	 
-0.029352	 -0.008063	 0.012819	 0.031733	 0.049596	 0.065539	 0.080003	 
0.091493	 0.098988	 -0.096639	 -0.083733	 -0.067464	 -0.049088	 -0.028578	 
-0.007661	 0.013035	 0.031304	 0.049138	 0.065017	 0.078685	 0.089447	 
0.097350	 -0.094081	 -0.081269	 -0.065478	 -0.047537	 -0.028301	 -0.007386	 
0.012437	 0.030845	 0.047704	 0.063398	 0.076756	 0.087285	 0.095351	 

-0.058708	 -0.050359	 -0.040596	 -0.029348	 -0.017226	 -0.005165	 0.006688	 
0.016857	 0.027115	 0.036037	 0.044259	 0.051064	 0.056477	 -0.059964	 
-0.051448	 -0.041591	 -0.030385	 -0.018007	 -0.005271	 0.006721	 0.017159	 
0.027630	 0.036962	 0.045502	 0.052256	 0.057708	 -0.061180	 -0.052499	 
-0.042460	 -0.030800	 -0.018323	 -0.005483	 0.006735	 0.017618	 0.027873	 
0.037438	 0.045936	 0.053086	 0.058262	 -0.061461	 -0.052950	 -0.042616	 
-0.031054	 -0.018299	 -0.005460	 0.006628	 0.017761	 0.028255	 0.037608	 
0.045938	 0.053066	 0.058694	 -0.061047	 -0.052368	 -0.042302	 -0.030625	 
-0.018308	 -0.005362	 0.006724	 0.017535	 0.027950	 0.037530	 0.045760	 
0.052893	 0.058278	 -0.060452	 -0.051565	 -0.041387	 -0.030170	 -0.017793	 
-0.005344	 0.006622	 0.017272	 0.027363	 0.036904	 0.045207	 0.052308	 
0.057759	 -0.058535	 -0.050330	 -0.040326	 -0.029330	 -0.017437	 -0.005145	 
0.006289	 0.016798	 0.026858	 0.036084	 0.044206	 0.051070	 0.056363	 

-0.082092	 -0.070075	 -0.056439	 -0.040902	 -0.024364	 -0.007354	 0.008861	 
0.023182	 0.036838	 0.049928	 0.061473	 0.070781	 0.078403	 -0.084107	 
-0.072328	 -0.058128	 -0.042130	 -0.024644	 -0.007314	 0.008786	 0.023743	 
0.037771	 0.050884	 0.062586	 0.072589	 0.079914	 -0.085495	 -0.073182	 
-0.059158	 -0.042592	 -0.025244	 -0.007793	 0.009024	 0.024069	 0.038319	 
0.052023	 0.063590	 0.073452	 0.080939	 -0.085880	 -0.073948	 -0.059452	 
-0.043379	 -0.025963	 -0.007717	 0.009072	 0.024166	 0.038569	 0.051830	 
0.063805	 0.073682	 0.081495	 -0.085320	 -0.073459	 -0.059238	 -0.043006	 
-0.025476	 -0.007973	 0.009040	 0.023883	 0.038382	 0.051861	 0.063606	 
0.073566	 0.081224	 -0.084367	 -0.072409	 -0.058099	 -0.042088	 -0.025188	 
-0.007631	 0.008773	 0.023953	 0.038065	 0.051175	 0.063019	 0.072539	 
0.079886	 -0.082133	 -0.070759	 -0.056793	 -0.041335	 -0.024514	 -0.007267	 
0.008843	 0.023196	 0.037086	 0.049890	 0.061543	 0.070931	 0.078310	 

-0.095341	 -0.081617	 -0.064924	 -0.047364	 -0.027873	 -0.008912	 0.009594	 
0.026991	 0.043519	 0.058809	 0.072332	 0.084134	 0.093025	 -0.097572	 
-0.083435	 -0.066557	 -0.048268	 -0.028525	 -0.009253	 0.009689	 0.027300	 
0.044393	 0.060130	 0.073807	 0.085261	 0.094566	 -0.098826	 -0.084667	 
-0.067751	 -0.048887	 -0.029228	 -0.009344	 0.009870	 0.027876	 0.044908	 
0.060391	 0.074571	 0.086478	 0.095845	 -0.099762	 -0.085009	 -0.068393	 
-0.049487	 -0.029345	 -0.009597	 0.009812	 0.027770	 0.044628	 0.060558	 
0.074947	 0.086852	 0.096275	 -0.098686	 -0.084699	 -0.068107	 -0.049211	 
-0.029650	 -0.009621	 0.009852	 0.027552	 0.044406	 0.060382	 0.074314	 
0.086635	 0.096104	 -0.097426	 -0.083259	 -0.066908	 -0.048187	 -0.029004	 
-0.009387	 0.009733	 0.027352	 0.044125	 0.060055	 0.073521	 0.085713	 
0.095094	 -0.095440	 -0.081355	 -0.065214	 -0.047376	 -0.028074	 -0.009085	 
0.009452	 0.026675	 0.043391	 0.058633	 0.072232	 0.083976	 0.093293	 

-0.347113	 -0.295002	 -0.235718	 -0.169751	 -0.102952	 -0.033782	 0.035005	 
0.101543	 0.163932	 0.221031	 0.272264	 0.317182	 0.352336	 -0.354598	 
-0.302374	 -0.241190	 -0.174358	 -0.104923	 -0.034338	 0.035182	 0.101799	 
0.165434	 0.224909	 0.277568	 0.322832	 0.360049	 -0.359841	 -0.305680	 
-0.243783	 -0.177137	 -0.106908	 -0.033543	 0.034417	 0.104359	 0.169261	 
0.227493	 0.280150	 0.326936	 0.363339	 -0.360928	 -0.307066	 -0.245261	 
-0.177430	 -0.106363	 -0.035267	 0.036417	 0.103667	 0.168731	 0.228885	 
0.281945	 0.328085	 0.364258	 -0.358538	 -0.304363	 -0.243655	 -0.176806	 
-0.105640	 -0.035789	 0.035761	 0.104004	 0.167621	 0.227442	 0.281027	 
0.326720	 0.363256	 -0.354340	 -0.301721	 -0.240220	 -0.173677	 -0.103548	 
-0.034268	 0.036237	 0.103037	 0.166660	 0.224927	 0.277564	 0.322507	 
0.358890	 -0.345389	 -0.294266	 -0.233995	 -0.169310	 -0.102615	 -0.032143	 
0.034956	 0.101405	 0.163778	 0.220579	 0.272379	 0.317185	 0.353176	 

